round,price_basis,group,measure,quantile_type,quantile_number,weighted_mean_wealth,
8,March 2022 prices,Owner,Financial wealth,decile,7,110630.8627,
8,March 2022 prices,Owner,Financial wealth,decile,8,174351.3678,
8,March 2022 prices,Owner,Financial wealth,decile,9,273397.0275,
8,March 2022 prices,Owner,Financial wealth,decile,10,826074.1652,
8,March 2022 prices,Owner,Financial wealth,quintile,1,4796.032832,
8,March 2022 prices,Owner,Financial wealth,quintile,2,25566.96318,
8,March 2022 prices,Owner,Financial wealth,quintile,3,63950.45376,
8,March 2022 prices,Owner,Financial wealth,quintile,4,142423.6605,
8,March 2022 prices,Owner,Financial wealth,quintile,5,549566.4674,
8,March 2022 prices,Owner,Private pension wealth,decile,1,0,
8,March 2022 prices,Owner,Private pension wealth,decile,2,21165.47553,
8,March 2022 prices,Owner,Private pension wealth,decile,3,68578.10224,
8,March 2022 prices,Owner,Private pension wealth,decile,4,122730.1856,
8,March 2022 prices,Owner,Private pension wealth,decile,5,180956.2593,
8,March 2022 prices,Owner,Private pension wealth,decile,6,247201.865,
8,March 2022 prices,Owner,Private pension wealth,decile,7,323759.9068,
8,March 2022 prices,Owner,Private pension wealth,decile,8,430435.1915,
8,March 2022 prices,Owner,Private pension wealth,decile,9,587405.486,
8,March 2022 prices,Owner,Private pension wealth,decile,10,1181239.776,
8,March 2022 prices,Owner,Private pension wealth,quintile,1,10492.38865,
8,March 2022 prices,Owner,Private pension wealth,quintile,2,95366.539,
8,March 2022 prices,Owner,Private pension wealth,quintile,3,214077.8892,
8,March 2022 prices,Owner,Private pension wealth,quintile,4,377247.9205,
8,March 2022 prices,Owner,Private pension wealth,quintile,5,884199.2404,
8,March 2022 prices,Owner,Physical wealth,decile,1,13344.53406,
8,March 2022 prices,Owner,Physical wealth,decile,2,25486.17362,
8,March 2022 prices,Owner,Physical wealth,decile,3,35425.26715,
8,March 2022 prices,Owner,Physical wealth,decile,4,45115.72242,
8,March 2022 prices,Owner,Physical wealth,decile,5,54197.43759,
8,March 2022 prices,Owner,Physical wealth,decile,6,64752.36091,
8,March 2022 prices,Owner,Physical wealth,decile,7,74180.17372,
8,March 2022 prices,Owner,Physical wealth,decile,8,90480.68954,
8,March 2022 prices,Owner,Physical wealth,decile,9,115256.6111,
8,March 2022 prices,Owner,Physical wealth,decile,10,229019.4407,
8,March 2022 prices,Owner,Physical wealth,quintile,1,19490.68356,
8,March 2022 prices,Owner,Physical wealth,quintile,2,40286.80128,
8,March 2022 prices,Owner,Physical wealth,quintile,3,59483.09728,
8,March 2022 prices,Owner,Physical wealth,quintile,4,82331.38969,
8,March 2022 prices,Owner,Physical wealth,quintile,5,171969.3359,
8,Nominal,Renter,Total wealth,decile,1,4394.563684,
8,Nominal,Renter,Total wealth,decile,2,12798.58951,
8,Nominal,Renter,Total wealth,decile,3,19679.50842,
8,Nominal,Renter,Total wealth,decile,4,27929.19409,
8,Nominal,Renter,Total wealth,decile,5,43349.73696,
8,Nominal,Renter,Total wealth,decile,6,69040.64449,
8,Nominal,Renter,Total wealth,decile,7,105558.6958,
8,Nominal,Renter,Total wealth,decile,8,161955.4959,
8,Nominal,Renter,Total wealth,decile,9,268055.7189,
8,Nominal,Renter,Total wealth,decile,10,826254.7839,
8,Nominal,Renter,Total wealth,quintile,1,8639.91671,
8,Nominal,Renter,Total wealth,quintile,2,24035.79767,
8,Nominal,Renter,Total wealth,quintile,3,56521.20645,
8,Nominal,Renter,Total wealth,quintile,4,133716.2678,
8,Nominal,Renter,Total wealth,quintile,5,545619.4166,
8,Nominal,Renter,Total wealth excl private pension,decile,1,2173.731514,
8,Nominal,Renter,Total wealth excl private pension,decile,2,8345.547995,
8,Nominal,Renter,Total wealth excl private pension,decile,3,13449.61298,
8,Nominal,Renter,Total wealth excl private pension,decile,4,16940.73023,
8,Nominal,Renter,Total wealth excl private pension,decile,5,23075.60487,
8,Nominal,Renter,Total wealth excl private pension,decile,6,29853.86194,
8,Nominal,Renter,Total wealth excl private pension,decile,7,39250.08795,
8,Nominal,Renter,Total wealth excl private pension,decile,8,50157.85505,
8,Nominal,Renter,Total wealth excl private pension,decile,9,78125.59246,
8,Nominal,Renter,Total wealth excl private pension,decile,10,430878.9415,
8,Nominal,Renter,Total wealth excl private pension,quintile,1,5306.403242,
8,Nominal,Renter,Total wealth excl private pension,quintile,2,15194.83449,
8,Nominal,Renter,Total wealth excl private pension,quintile,3,26332.42232,
8,Nominal,Renter,Total wealth excl private pension,quintile,4,44705.12477,
8,Nominal,Renter,Total wealth excl private pension,quintile,5,253926.2445,
8,Nominal,Renter,Property wealth,decile,1,0,
8,Nominal,Renter,Property wealth,decile,2,0,
8,Nominal,Renter,Property wealth,decile,3,0,
8,Nominal,Renter,Property wealth,decile,4,0,
8,Nominal,Renter,Property wealth,decile,5,0,
8,Nominal,Renter,Property wealth,decile,6,0,
8,Nominal,Renter,Property wealth,decile,7,0,
8,Nominal,Renter,Property wealth,decile,8,0,
8,Nominal,Renter,Property wealth,decile,9,0,
8,Nominal,Renter,Property wealth,decile,10,197537.9732,
8,Nominal,Renter,Property wealth,quintile,1,0,
8,Nominal,Renter,Property wealth,quintile,2,0,
8,Nominal,Renter,Property wealth,quintile,3,0,
8,Nominal,Renter,Property wealth,quintile,4,0,
8,Nominal,Renter,Property wealth,quintile,5,98433.13443,
8,Nominal,Renter,Financial wealth,decile,1,36.86031537,
8,Nominal,Renter,Financial wealth,decile,2,287.3668591,
8,Nominal,Renter,Financial wealth,decile,3,677.1806482,
8,Nominal,Renter,Financial wealth,decile,4,1205.757289,
8,Nominal,Renter,Financial wealth,decile,5,2150.114667,
8,Nominal,Renter,Financial wealth,decile,6,3588.310461,
8,Nominal,Renter,Financial wealth,decile,7,6795.4356,
8,Nominal,Renter,Financial wealth,decile,8,13280.09389,
8,Nominal,Renter,Financial wealth,decile,9,31169.14419,
8,Nominal,Renter,Financial wealth,decile,10,165684.7563,
8,Nominal,Renter,Financial wealth,quintile,1,167.3200841,
8,Nominal,Renter,Financial wealth,quintile,2,937.799538,
8,Nominal,Renter,Financial wealth,quintile,3,2857.061583,
8,Nominal,Renter,Financial wealth,quintile,4,10018.01419,
8,Nominal,Renter,Financial wealth,quintile,5,99732.8354,
8,Nominal,Renter,Private pension wealth,decile,1,0,
8,Nominal,Renter,Private pension wealth,decile,2,0,
8,Nominal,Renter,Private pension wealth,decile,3,0,
8,Nominal,Renter,Private pension wealth,decile,4,10.14311438,
8,Nominal,Renter,Private pension wealth,decile,5,6135.797642,
8,Nominal,Renter,Private pension wealth,decile,6,27115.80191,
8,Nominal,Renter,Private pension wealth,decile,7,58585.94017,
8,Nominal,Renter,Private pension wealth,decile,8,104830.282,
8,Nominal,Renter,Private pension wealth,decile,9,194630.0704,
8,Nominal,Renter,Private pension wealth,decile,10,459429.9008,
8,Nominal,Renter,Private pension wealth,quintile,1,0,
8,Nominal,Renter,Private pension wealth,quintile,2,4.953517091,
8,Nominal,Renter,Private pension wealth,quintile,3,16795.7057,
8,Nominal,Renter,Private pension wealth,quintile,4,82056.47436,
8,Nominal,Renter,Private pension wealth,quintile,5,327663.4566,
8,Nominal,Renter,Physical wealth,decile,1,2722.667331,
8,Nominal,Renter,Physical wealth,decile,2,7022.562786,
8,Nominal,Renter,Physical wealth,decile,3,8873.079109,
8,Nominal,Renter,Physical wealth,decile,4,14915.85703,
8,Nominal,Renter,Physical wealth,decile,5,15616.53129,
8,Nominal,Renter,Physical wealth,decile,6,21795.48579,
8,Nominal,Renter,Physical wealth,decile,7,27217.68991,
8,Nominal,Renter,Physical wealth,decile,8,36777.45172,
8,Nominal,Renter,Physical wealth,decile,9,47150.33648,
8,Nominal,Renter,Physical wealth,decile,10,99019.64897,
8,Nominal,Renter,Physical wealth,quintile,1,4950.964177,
8,Nominal,Renter,Physical wealth,quintile,2,11861.86651,
8,Nominal,Renter,Physical wealth,quintile,3,18749.78553,
8,Nominal,Renter,Physical wealth,quintile,4,31949.44078,
8,Nominal,Renter,Physical wealth,quintile,5,72954.04156,
8,March 2022 prices,Renter,Total wealth,decile,1,4394.563684,
8,March 2022 prices,Renter,Total wealth,decile,2,12798.58951,
8,March 2022 prices,Renter,Total wealth,decile,3,19679.50842,
8,March 2022 prices,Renter,Total wealth,decile,4,27929.19409,
8,March 2022 prices,Renter,Total wealth,decile,5,43349.73696,
8,March 2022 prices,Renter,Total wealth,decile,6,69040.64449,
8,March 2022 prices,Renter,Total wealth,decile,7,105558.6958,
8,March 2022 prices,Renter,Total wealth,decile,8,161955.4959,
8,March 2022 prices,Renter,Total wealth,decile,9,268055.7189,
8,March 2022 prices,Renter,Total wealth,decile,10,826254.7839,
8,March 2022 prices,Renter,Total wealth,quintile,1,8639.91671,
8,March 2022 prices,Renter,Total wealth,quintile,2,24035.79767,
8,March 2022 prices,Renter,Total wealth,quintile,3,56521.20645,
8,March 2022 prices,Renter,Total wealth,quintile,4,133716.2678,
8,March 2022 prices,Renter,Total wealth,quintile,5,545619.4166,
8,March 2022 prices,Renter,Total wealth excl private pension,decile,1,2173.731514,
8,March 2022 prices,Renter,Total wealth excl private pension,decile,2,8345.547995,
8,March 2022 prices,Renter,Total wealth excl private pension,decile,3,13449.61298,
8,March 2022 prices,Renter,Total wealth excl private pension,decile,4,16940.73023,
8,March 2022 prices,Renter,Total wealth excl private pension,decile,5,23075.60487,
8,March 2022 prices,Renter,Total wealth excl private pension,decile,6,29853.86194,
8,March 2022 prices,Renter,Total wealth excl private pension,decile,7,39250.08795,
8,March 2022 prices,Renter,Total wealth excl private pension,decile,8,50157.85505,
8,March 2022 prices,Renter,Total wealth excl private pension,decile,9,78125.59246,
8,March 2022 prices,Renter,Total wealth excl private pension,decile,10,430878.9415,
8,March 2022 prices,Renter,Total wealth excl private pension,quintile,1,5306.403242,
8,March 2022 prices,Renter,Total wealth excl private pension,quintile,2,15194.83449,
8,March 2022 prices,Renter,Total wealth excl private pension,quintile,3,26332.42232,
8,March 2022 prices,Renter,Total wealth excl private pension,quintile,4,44705.12477,
8,March 2022 prices,Renter,Total wealth excl private pension,quintile,5,253926.2445,
8,March 2022 prices,Renter,Property wealth,decile,1,0,
8,March 2022 prices,Renter,Property wealth,decile,2,0,
8,March 2022 prices,Renter,Property wealth,decile,3,0,
8,March 2022 prices,Renter,Property wealth,decile,4,0,
8,March 2022 prices,Renter,Property wealth,decile,5,0,
8,March 2022 prices,Renter,Property wealth,decile,6,0,
8,March 2022 prices,Renter,Property wealth,decile,7,0,
8,March 2022 prices,Renter,Property wealth,decile,8,0,
8,March 2022 prices,Renter,Property wealth,decile,9,0,
8,March 2022 prices,Renter,Property wealth,decile,10,197537.9732,
8,March 2022 prices,Renter,Property wealth,quintile,1,0,
8,March 2022 prices,Renter,Property wealth,quintile,2,0,
8,March 2022 prices,Renter,Property wealth,quintile,3,0,
8,March 2022 prices,Renter,Property wealth,quintile,4,0,
8,March 2022 prices,Renter,Property wealth,quintile,5,98433.13443,
8,March 2022 prices,Renter,Financial wealth,decile,1,36.86031537,
8,March 2022 prices,Renter,Financial wealth,decile,2,287.3668591,
8,March 2022 prices,Renter,Financial wealth,decile,3,677.1806482,
8,March 2022 prices,Renter,Financial wealth,decile,4,1205.757289,
8,March 2022 prices,Renter,Financial wealth,decile,5,2150.114667,
8,March 2022 prices,Renter,Financial wealth,decile,6,3588.310461,
8,March 2022 prices,Renter,Financial wealth,decile,7,6795.4356,
8,March 2022 prices,Renter,Financial wealth,decile,8,13280.09389,
8,March 2022 prices,Renter,Financial wealth,decile,9,31169.14419,
8,March 2022 prices,Renter,Financial wealth,decile,10,165684.7563,
8,March 2022 prices,Renter,Financial wealth,quintile,1,167.3200841,
8,March 2022 prices,Renter,Financial wealth,quintile,2,937.799538,
8,March 2022 prices,Renter,Financial wealth,quintile,3,2857.061583,
8,March 2022 prices,Renter,Financial wealth,quintile,4,10018.01419,
8,March 2022 prices,Renter,Financial wealth,quintile,5,99732.8354,
8,March 2022 prices,Renter,Private pension wealth,decile,1,0,
8,March 2022 prices,Renter,Private pension wealth,decile,2,0,
8,March 2022 prices,Renter,Private pension wealth,decile,3,0,
8,March 2022 prices,Renter,Private pension wealth,decile,4,10.14311438,
8,March 2022 prices,Renter,Private pension wealth,decile,5,6135.797642,
8,March 2022 prices,Renter,Private pension wealth,decile,6,27115.80191,
8,March 2022 prices,Renter,Private pension wealth,decile,7,58585.94017,
8,March 2022 prices,Renter,Private pension wealth,decile,8,104830.282,
8,March 2022 prices,Renter,Private pension wealth,decile,9,194630.0704,
8,March 2022 prices,Renter,Private pension wealth,decile,10,459429.9008,
8,March 2022 prices,Renter,Private pension wealth,quintile,1,0,
8,March 2022 prices,Renter,Private pension wealth,quintile,2,4.953517091,
8,March 2022 prices,Renter,Private pension wealth,quintile,3,16795.7057,
8,March 2022 prices,Renter,Private pension wealth,quintile,4,82056.47436,
8,March 2022 prices,Renter,Private pension wealth,quintile,5,327663.4566,
8,March 2022 prices,Renter,Physical wealth,decile,1,2722.667331,
8,March 2022 prices,Renter,Physical wealth,decile,2,7022.562786,
8,March 2022 prices,Renter,Physical wealth,decile,3,8873.079109,
8,March 2022 prices,Renter,Physical wealth,decile,4,14915.85703,
8,March 2022 prices,Renter,Physical wealth,decile,5,15616.53129,
8,March 2022 prices,Renter,Physical wealth,decile,6,21795.48579,
8,March 2022 prices,Renter,Physical wealth,decile,7,27217.68991,
8,March 2022 prices,Renter,Physical wealth,decile,8,36777.45172,
8,March 2022 prices,Renter,Physical wealth,decile,9,47150.33648,
8,March 2022 prices,Renter,Physical wealth,decile,10,99019.64897,
8,March 2022 prices,Renter,Physical wealth,quintile,1,4950.964177,
8,March 2022 prices,Renter,Physical wealth,quintile,2,11861.86651,
8,March 2022 prices,Renter,Physical wealth,quintile,3,18749.78553,
8,March 2022 prices,Renter,Physical wealth,quintile,4,31949.44078,
8,March 2022 prices,Renter,Physical wealth,quintile,5,72954.04156,
